Command line
Loss = 4.6502e+00, PNorm = 60.4273, GNorm = 3.0952, lr_0 = 1.3035e-04
Loss = 4.8585e+00, PNorm = 60.8656, GNorm = 2.9965, lr_0 = 1.3066e-04
Loss = 4.7968e+00, PNorm = 61.4236, GNorm = 3.2405, lr_0 = 1.3096e-04
Loss = 4.7129e+00, PNorm = 61.8616, GNorm = 2.6678, lr_0 = 1.3127e-04
Loss = 4.7223e+00, PNorm = 62.3259, GNorm = 4.5177, lr_0 = 1.3157e-04
Loss = 4.7083e+00, PNorm = 62.7380, GNorm = 2.9781, lr_0 = 1.3188e-04
Loss = 4.7183e+00, PNorm = 63.2173, GNorm = 3.7967, lr_0 = 1.3219e-04
Loss = 4.6461e+00, PNorm = 63.6511, GNorm = 3.2402, lr_0 = 1.3249e-04
Loss = 4.7454e+00, PNorm = 64.1084, GNorm = 3.5716, lr_0 = 1.3280e-04
Loss = 4.5922e+00, PNorm = 64.4970, GNorm = 2.9546, lr_0 = 1.3311e-04
Loss = 4.8055e+00, PNorm = 64.9287, GNorm = 2.7772, lr_0 = 1.3341e-04
Loss = 4.7591e+00, PNorm = 65.4225, GNorm = 3.1559, lr_0 = 1.3372e-04
Loss = 4.6278e+00, PNorm = 65.8243, GNorm = 5.8146, lr_0 = 1.3402e-04
Loss = 4.8343e+00, PNorm = 66.3092, GNorm = 3.0616, lr_0 = 1.3433e-04
Loss = 4.4228e+00, PNorm = 66.7724, GNorm = 2.7924, lr_0 = 1.3464e-04
Loss = 4.7163e+00, PNorm = 67.1745, GNorm = 3.6446, lr_0 = 1.3494e-04
Loss = 4.6288e+00, PNorm = 67.5760, GNorm = 2.8084, lr_0 = 1.3525e-04
Loss = 4.6476e+00, PNorm = 68.0025, GNorm = 2.8708, lr_0 = 1.3556e-04
Loss = 4.4912e+00, PNorm = 68.3797, GNorm = 2.9284, lr_0 = 1.3586e-04
Loss = 4.6145e+00, PNorm = 68.7161, GNorm = 3.5054, lr_0 = 1.3617e-04
Loss = 4.6919e+00, PNorm = 69.0844, GNorm = 2.8585, lr_0 = 1.3647e-04
Loss = 4.6525e+00, PNorm = 69.5290, GNorm = 2.7783, lr_0 = 1.3678e-04
Loss = 4.5191e+00, PNorm = 69.9041, GNorm = 3.0504, lr_0 = 1.3709e-04
Loss = 4.6236e+00, PNorm = 70.2106, GNorm = 9.6791, lr_0 = 1.3739e-04
Loss = 4.6713e+00, PNorm = 70.6576, GNorm = 3.3614, lr_0 = 1.3770e-04
Loss = 4.7424e+00, PNorm = 71.0483, GNorm = 2.5537, lr_0 = 1.3801e-04
Loss = 4.4976e+00, PNorm = 71.4220, GNorm = 3.2557, lr_0 = 1.3831e-04
Loss = 4.6786e+00, PNorm = 71.7970, GNorm = 3.4760, lr_0 = 1.3862e-04
Loss = 4.8180e+00, PNorm = 72.2596, GNorm = 3.1889, lr_0 = 1.3892e-04
Loss = 4.6224e+00, PNorm = 72.7347, GNorm = 2.8808, lr_0 = 1.3923e-04
Loss = 4.6017e+00, PNorm = 73.1351, GNorm = 3.3793, lr_0 = 1.3954e-04
Loss = 4.6801e+00, PNorm = 73.5834, GNorm = 3.3632, lr_0 = 1.3984e-04
Loss = 4.7052e+00, PNorm = 74.0370, GNorm = 3.0364, lr_0 = 1.4015e-04
Loss = 4.6468e+00, PNorm = 74.5443, GNorm = 2.8917, lr_0 = 1.4046e-04
Loss = 4.4873e+00, PNorm = 75.0184, GNorm = 3.0490, lr_0 = 1.4076e-04
Loss = 4.4743e+00, PNorm = 75.4459, GNorm = 3.2857, lr_0 = 1.4107e-04
Loss = 4.6875e+00, PNorm = 75.7843, GNorm = 2.8500, lr_0 = 1.4137e-04
Loss = 4.4734e+00, PNorm = 76.2354, GNorm = 5.1177, lr_0 = 1.4168e-04
Loss = 4.6020e+00, PNorm = 76.6012, GNorm = 3.3653, lr_0 = 1.4199e-04
Loss = 4.6357e+00, PNorm = 77.0371, GNorm = 3.1008, lr_0 = 1.4229e-04
Loss = 4.4386e+00, PNorm = 77.4371, GNorm = 3.2297, lr_0 = 1.4260e-04
Loss = 4.4502e+00, PNorm = 77.7968, GNorm = 3.3657, lr_0 = 1.4291e-04
Loss = 4.5822e+00, PNorm = 78.1491, GNorm = 2.7827, lr_0 = 1.4321e-04
Loss = 4.4320e+00, PNorm = 78.6346, GNorm = 2.6198, lr_0 = 1.4352e-04
Loss = 4.7909e+00, PNorm = 79.1107, GNorm = 3.2363, lr_0 = 1.4382e-04
Loss = 4.6976e+00, PNorm = 79.6169, GNorm = 3.1178, lr_0 = 1.4413e-04
Loss = 4.6367e+00, PNorm = 80.1049, GNorm = 2.7198, lr_0 = 1.4444e-04
Loss = 4.4578e+00, PNorm = 80.5301, GNorm = 3.7096, lr_0 = 1.4474e-04
Loss = 4.5733e+00, PNorm = 80.8604, GNorm = 3.0171, lr_0 = 1.4505e-04
Loss = 4.5193e+00, PNorm = 81.3645, GNorm = 2.8775, lr_0 = 1.4536e-04
Loss = 4.5907e+00, PNorm = 81.7960, GNorm = 3.0653, lr_0 = 1.4566e-04
Loss = 4.4592e+00, PNorm = 82.2482, GNorm = 3.0790, lr_0 = 1.4597e-04
Loss = 4.6206e+00, PNorm = 82.6693, GNorm = 3.3243, lr_0 = 1.4627e-04
Loss = 4.7061e+00, PNorm = 83.1846, GNorm = 3.5143, lr_0 = 1.4658e-04
Loss = 4.3205e+00, PNorm = 83.6239, GNorm = 2.8161, lr_0 = 1.4689e-04
Loss = 4.4026e+00, PNorm = 83.9633, GNorm = 3.5193, lr_0 = 1.4719e-04
Loss = 4.4876e+00, PNorm = 84.3575, GNorm = 4.7573, lr_0 = 1.4750e-04
Loss = 4.6684e+00, PNorm = 84.7581, GNorm = 3.2556, lr_0 = 1.4781e-04
Loss = 4.5997e+00, PNorm = 85.2531, GNorm = 3.5347, lr_0 = 1.4811e-04
Loss = 4.4553e+00, PNorm = 85.7055, GNorm = 3.1459, lr_0 = 1.4842e-04
Loss = 4.4435e+00, PNorm = 86.1432, GNorm = 2.6967, lr_0 = 1.4872e-04
Loss = 4.4839e+00, PNorm = 86.6386, GNorm = 3.4086, lr_0 = 1.4903e-04
Loss = 4.4638e+00, PNorm = 87.1588, GNorm = 3.2404, lr_0 = 1.4934e-04
Loss = 4.3746e+00, PNorm = 87.5985, GNorm = 3.6454, lr_0 = 1.4964e-04
Loss = 4.5900e+00, PNorm = 87.9561, GNorm = 4.0711, lr_0 = 1.4995e-04
Loss = 4.6548e+00, PNorm = 88.4285, GNorm = 3.4491, lr_0 = 1.5026e-04
Loss = 4.5719e+00, PNorm = 88.8813, GNorm = 4.6055, lr_0 = 1.5056e-04
Loss = 4.5352e+00, PNorm = 89.5074, GNorm = 3.0990, lr_0 = 1.5087e-04
Loss = 4.5262e+00, PNorm = 89.9995, GNorm = 2.8621, lr_0 = 1.5117e-04
Loss = 4.3530e+00, PNorm = 90.4780, GNorm = 3.2987, lr_0 = 1.5148e-04
Loss = 4.4471e+00, PNorm = 90.8486, GNorm = 2.7317, lr_0 = 1.5179e-04
Loss = 4.6229e+00, PNorm = 91.3065, GNorm = 3.1104, lr_0 = 1.5209e-04
Loss = 4.5195e+00, PNorm = 91.7302, GNorm = 4.6187, lr_0 = 1.5240e-04
Loss = 4.4129e+00, PNorm = 92.1310, GNorm = 3.3555, lr_0 = 1.5271e-04
Loss = 4.3162e+00, PNorm = 92.5329, GNorm = 3.1143, lr_0 = 1.5301e-04
Loss = 4.5369e+00, PNorm = 93.0018, GNorm = 2.8555, lr_0 = 1.5332e-04
Loss = 4.5862e+00, PNorm = 93.5797, GNorm = 3.6223, lr_0 = 1.5362e-04
Loss = 4.4563e+00, PNorm = 94.1365, GNorm = 3.3368, lr_0 = 1.5393e-04
Loss = 4.2720e+00, PNorm = 94.5782, GNorm = 3.5602, lr_0 = 1.5424e-04
Loss = 4.4208e+00, PNorm = 94.9827, GNorm = 2.7533, lr_0 = 1.5454e-04
Loss = 4.4359e+00, PNorm = 95.3642, GNorm = 2.8470, lr_0 = 1.5485e-04
Loss = 4.2844e+00, PNorm = 95.7386, GNorm = 2.6036, lr_0 = 1.5516e-04
Loss = 4.3534e+00, PNorm = 96.1097, GNorm = 3.7477, lr_0 = 1.5546e-04
Loss = 4.4893e+00, PNorm = 96.5642, GNorm = 4.9815, lr_0 = 1.5577e-04
Loss = 4.3387e+00, PNorm = 97.0494, GNorm = 3.0020, lr_0 = 1.5607e-04
Loss = 4.3665e+00, PNorm = 97.5403, GNorm = 4.9029, lr_0 = 1.5638e-04
Loss = 4.3905e+00, PNorm = 97.9630, GNorm = 2.5208, lr_0 = 1.5669e-04
Loss = 4.2840e+00, PNorm = 98.4138, GNorm = 3.5559, lr_0 = 1.5699e-04
Loss = 4.3359e+00, PNorm = 98.7698, GNorm = 3.1958, lr_0 = 1.5730e-04
Loss = 4.3760e+00, PNorm = 99.0921, GNorm = 3.1612, lr_0 = 1.5761e-04
Loss = 4.5319e+00, PNorm = 99.4614, GNorm = 4.6888, lr_0 = 1.5791e-04
Loss = 4.4857e+00, PNorm = 99.8600, GNorm = 3.7807, lr_0 = 1.5822e-04
Loss = 4.3912e+00, PNorm = 100.1994, GNorm = 3.9331, lr_0 = 1.5852e-04
Loss = 4.3914e+00, PNorm = 100.5331, GNorm = 3.7412, lr_0 = 1.5883e-04
Loss = 4.5675e+00, PNorm = 100.9050, GNorm = 2.5672, lr_0 = 1.5914e-04
Loss = 4.2285e+00, PNorm = 101.3015, GNorm = 3.0508, lr_0 = 1.5944e-04
Loss = 4.1441e+00, PNorm = 101.6361, GNorm = 4.0414, lr_0 = 1.5975e-04
Loss = 4.3849e+00, PNorm = 101.9622, GNorm = 3.1452, lr_0 = 1.6006e-04
Loss = 4.1109e+00, PNorm = 102.2697, GNorm = 3.8780, lr_0 = 1.6036e-04
Loss = 4.3059e+00, PNorm = 102.5243, GNorm = 4.4525, lr_0 = 1.6067e-04
Loss = 4.3883e+00, PNorm = 102.8092, GNorm = 6.6712, lr_0 = 1.6097e-04
Loss = 4.2409e+00, PNorm = 103.1066, GNorm = 3.3572, lr_0 = 1.6128e-04
Loss = 4.4174e+00, PNorm = 103.5017, GNorm = 2.6960, lr_0 = 1.6159e-04
Loss = 4.1951e+00, PNorm = 103.9178, GNorm = 3.1852, lr_0 = 1.6189e-04
Loss = 4.3772e+00, PNorm = 104.2997, GNorm = 2.3685, lr_0 = 1.6220e-04
Loss = 4.3191e+00, PNorm = 104.7347, GNorm = 3.2655, lr_0 = 1.6251e-04
Loss = 4.2446e+00, PNorm = 105.0596, GNorm = 2.8819, lr_0 = 1.6281e-04
Loss = 4.1901e+00, PNorm = 105.3669, GNorm = 3.0910, lr_0 = 1.6312e-04
Loss = 4.3380e+00, PNorm = 105.6182, GNorm = 2.6328, lr_0 = 1.6342e-04
Loss = 4.2465e+00, PNorm = 105.9114, GNorm = 3.7690, lr_0 = 1.6373e-04
Loss = 4.4583e+00, PNorm = 106.2167, GNorm = 3.6603, lr_0 = 1.6404e-04
Loss = 4.2427e+00, PNorm = 106.5681, GNorm = 3.7153, lr_0 = 1.6434e-04
Loss = 4.2411e+00, PNorm = 106.8970, GNorm = 3.9186, lr_0 = 1.6465e-04
Loss = 4.2224e+00, PNorm = 107.2591, GNorm = 3.0168, lr_0 = 1.6496e-04
Loss = 4.0021e+00, PNorm = 107.5340, GNorm = 3.5621, lr_0 = 1.6526e-04
Loss = 4.2987e+00, PNorm = 107.8104, GNorm = 4.7470, lr_0 = 1.6557e-04
Loss = 4.2287e+00, PNorm = 108.0612, GNorm = 3.2738, lr_0 = 1.6587e-04
Loss = 4.2206e+00, PNorm = 108.3277, GNorm = 3.5372, lr_0 = 1.6618e-04
Loss = 4.2897e+00, PNorm = 108.5694, GNorm = 3.6476, lr_0 = 1.6649e-04
Loss = 4.2192e+00, PNorm = 108.8385, GNorm = 3.8172, lr_0 = 1.6679e-04
Loss = 4.2149e+00, PNorm = 109.1132, GNorm = 3.3631, lr_0 = 1.6710e-04
Loss = 4.1986e+00, PNorm = 109.4432, GNorm = 2.8392, lr_0 = 1.6741e-04
Loss = 4.3580e+00, PNorm = 109.8528, GNorm = 4.4062, lr_0 = 1.6771e-04
Loss = 4.2729e+00, PNorm = 110.2462, GNorm = 3.7056, lr_0 = 1.6802e-04
Loss = 4.3543e+00, PNorm = 110.5983, GNorm = 3.3468, lr_0 = 1.6832e-04
Loss = 4.3799e+00, PNorm = 110.9588, GNorm = 3.0529, lr_0 = 1.6863e-04
Loss = 4.1465e+00, PNorm = 111.3558, GNorm = 2.7922, lr_0 = 1.6894e-04
Loss = 4.2359e+00, PNorm = 111.7051, GNorm = 3.8917, lr_0 = 1.6924e-04
Loss = 4.2387e+00, PNorm = 112.0549, GNorm = 3.3714, lr_0 = 1.6955e-04
Loss = 4.1804e+00, PNorm = 112.4103, GNorm = 5.3313, lr_0 = 1.6986e-04
Loss = 4.0859e+00, PNorm = 112.7287, GNorm = 3.0812, lr_0 = 1.7016e-04
Loss = 4.1368e+00, PNorm = 113.0352, GNorm = 5.0600, lr_0 = 1.7047e-04
Loss = 4.2485e+00, PNorm = 113.3349, GNorm = 4.0345, lr_0 = 1.7077e-04
Loss = 4.1707e+00, PNorm = 113.6788, GNorm = 6.0776, lr_0 = 1.7108e-04
Loss = 4.2278e+00, PNorm = 114.1360, GNorm = 4.8668, lr_0 = 1.7139e-04
Loss = 4.1242e+00, PNorm = 114.5415, GNorm = 5.3017, lr_0 = 1.7169e-04
Loss = 4.1900e+00, PNorm = 114.9369, GNorm = 4.6487, lr_0 = 1.7200e-04
Loss = 4.2700e+00, PNorm = 115.3195, GNorm = 4.5913, lr_0 = 1.7231e-04
Loss = 4.1579e+00, PNorm = 115.7024, GNorm = 4.2007, lr_0 = 1.7261e-04
Loss = 4.2271e+00, PNorm = 116.0685, GNorm = 3.1569, lr_0 = 1.7292e-04
Loss = 4.1890e+00, PNorm = 116.4180, GNorm = 8.1541, lr_0 = 1.7322e-04
Loss = 4.0090e+00, PNorm = 116.7841, GNorm = 3.1212, lr_0 = 1.7353e-04
Loss = 4.4614e+00, PNorm = 117.1080, GNorm = 5.4990, lr_0 = 1.7384e-04
Loss = 4.1449e+00, PNorm = 117.5951, GNorm = 3.1804, lr_0 = 1.7414e-04
Loss = 4.2930e+00, PNorm = 117.9252, GNorm = 3.1643, lr_0 = 1.7445e-04
Loss = 4.2110e+00, PNorm = 118.2319, GNorm = 3.8177, lr_0 = 1.7476e-04
Loss = 3.8883e+00, PNorm = 118.4740, GNorm = 2.7269, lr_0 = 1.7506e-04
Loss = 4.3440e+00, PNorm = 118.7182, GNorm = 3.0518, lr_0 = 1.7537e-04
Loss = 4.3290e+00, PNorm = 119.0466, GNorm = 3.2824, lr_0 = 1.7567e-04
Loss = 4.1024e+00, PNorm = 119.4299, GNorm = 4.4860, lr_0 = 1.7598e-04
Loss = 4.1467e+00, PNorm = 119.6928, GNorm = 3.5497, lr_0 = 1.7629e-04
Loss = 4.1193e+00, PNorm = 119.9644, GNorm = 2.6696, lr_0 = 1.7659e-04
Loss = 4.2770e+00, PNorm = 120.2398, GNorm = 3.6943, lr_0 = 1.7690e-04
Loss = 4.1087e+00, PNorm = 120.4797, GNorm = 2.9631, lr_0 = 1.7720e-04
Loss = 4.1704e+00, PNorm = 120.7591, GNorm = 2.8417, lr_0 = 1.7751e-04
Loss = 4.2788e+00, PNorm = 121.0467, GNorm = 4.5736, lr_0 = 1.7782e-04
Loss = 4.1703e+00, PNorm = 121.3141, GNorm = 4.6134, lr_0 = 1.7812e-04
Loss = 4.2012e+00, PNorm = 121.6248, GNorm = 3.5799, lr_0 = 1.7843e-04
Loss = 4.1879e+00, PNorm = 121.8911, GNorm = 3.2340, lr_0 = 1.7874e-04
Loss = 4.3772e+00, PNorm = 122.1529, GNorm = 3.3677, lr_0 = 1.7904e-04
Loss = 4.3001e+00, PNorm = 122.4184, GNorm = 4.1426, lr_0 = 1.7935e-04
Loss = 3.9994e+00, PNorm = 122.7530, GNorm = 3.8034, lr_0 = 1.7965e-04
Loss = 4.2866e+00, PNorm = 123.0415, GNorm = 3.0061, lr_0 = 1.7996e-04
Loss = 4.2175e+00, PNorm = 123.4563, GNorm = 2.9500, lr_0 = 1.8027e-04
Loss = 4.0180e+00, PNorm = 123.8361, GNorm = 2.8495, lr_0 = 1.8057e-04
Loss = 4.1277e+00, PNorm = 124.1565, GNorm = 2.7717, lr_0 = 1.8088e-04
Loss = 4.1167e+00, PNorm = 124.4104, GNorm = 4.5381, lr_0 = 1.8119e-04
Loss = 4.1247e+00, PNorm = 124.6232, GNorm = 3.0015, lr_0 = 1.8149e-04
Loss = 4.1639e+00, PNorm = 124.8841, GNorm = 5.7972, lr_0 = 1.8180e-04
Loss = 4.0486e+00, PNorm = 125.1385, GNorm = 3.1930, lr_0 = 1.8210e-04
Loss = 4.0112e+00, PNorm = 125.3977, GNorm = 2.8843, lr_0 = 1.8241e-04
Loss = 4.0664e+00, PNorm = 125.6073, GNorm = 3.0799, lr_0 = 1.8272e-04
Loss = 4.0985e+00, PNorm = 125.8485, GNorm = 3.8890, lr_0 = 1.8302e-04
Loss = 4.3746e+00, PNorm = 126.1432, GNorm = 4.0619, lr_0 = 1.8333e-04
Loss = 4.3642e+00, PNorm = 126.5094, GNorm = 9.1672, lr_0 = 1.8364e-04
Loss = 3.9000e+00, PNorm = 126.8357, GNorm = 3.0116, lr_0 = 1.8394e-04
Loss = 4.3146e+00, PNorm = 127.1227, GNorm = 5.1224, lr_0 = 1.8425e-04
Loss = 4.2071e+00, PNorm = 127.4928, GNorm = 3.4173, lr_0 = 1.8455e-04
Loss = 3.9328e+00, PNorm = 127.7639, GNorm = 2.7389, lr_0 = 1.8486e-04
Loss = 3.9554e+00, PNorm = 128.0077, GNorm = 3.6518, lr_0 = 1.8517e-04
Loss = 4.0638e+00, PNorm = 128.2250, GNorm = 3.9888, lr_0 = 1.8547e-04
Loss = 4.1279e+00, PNorm = 128.4513, GNorm = 4.2428, lr_0 = 1.8578e-04
Loss = 4.1856e+00, PNorm = 128.7215, GNorm = 4.4304, lr_0 = 1.8609e-04
Loss = 4.0677e+00, PNorm = 129.0420, GNorm = 2.9063, lr_0 = 1.8639e-04
Loss = 4.0345e+00, PNorm = 129.3396, GNorm = 2.9656, lr_0 = 1.8670e-04
Loss = 4.1167e+00, PNorm = 129.6301, GNorm = 3.6891, lr_0 = 1.8700e-04
Loss = 4.1337e+00, PNorm = 129.8663, GNorm = 3.3655, lr_0 = 1.8731e-04
Loss = 4.0574e+00, PNorm = 130.1421, GNorm = 2.7888, lr_0 = 1.8762e-04
Loss = 4.1317e+00, PNorm = 130.3616, GNorm = 2.8511, lr_0 = 1.8792e-04
Loss = 4.0182e+00, PNorm = 130.6876, GNorm = 2.5758, lr_0 = 1.8823e-04
Loss = 4.0276e+00, PNorm = 130.9294, GNorm = 3.9168, lr_0 = 1.8854e-04
Loss = 3.9734e+00, PNorm = 131.2068, GNorm = 4.3219, lr_0 = 1.8884e-04
Loss = 4.1842e+00, PNorm = 131.4355, GNorm = 2.7596, lr_0 = 1.8915e-04
Loss = 4.2480e+00, PNorm = 131.7380, GNorm = 4.0934, lr_0 = 1.8945e-04
Loss = 3.9166e+00, PNorm = 132.0388, GNorm = 4.0050, lr_0 = 1.8976e-04
Loss = 3.9090e+00, PNorm = 132.3381, GNorm = 3.9331, lr_0 = 1.9007e-04
Loss = 4.0859e+00, PNorm = 132.5924, GNorm = 3.3176, lr_0 = 1.9037e-04
Loss = 4.0657e+00, PNorm = 132.8290, GNorm = 4.8852, lr_0 = 1.9068e-04
Loss = 4.1244e+00, PNorm = 133.0366, GNorm = 4.9061, lr_0 = 1.9099e-04
Loss = 3.8716e+00, PNorm = 133.3377, GNorm = 3.4432, lr_0 = 1.9129e-04
Loss = 4.2240e+00, PNorm = 133.5995, GNorm = 2.6154, lr_0 = 1.9160e-04
Loss = 4.1073e+00, PNorm = 133.8915, GNorm = 4.9960, lr_0 = 1.9190e-04
Loss = 4.0455e+00, PNorm = 134.1487, GNorm = 3.0544, lr_0 = 1.9221e-04
Loss = 4.0071e+00, PNorm = 134.4347, GNorm = 3.2777, lr_0 = 1.9252e-04
Loss = 3.9770e+00, PNorm = 134.6754, GNorm = 3.2818, lr_0 = 1.9282e-04
Loss = 4.0401e+00, PNorm = 134.9398, GNorm = 3.9646, lr_0 = 1.9313e-04
Loss = 3.8668e+00, PNorm = 135.1862, GNorm = 3.8304, lr_0 = 1.9344e-04
Loss = 4.0924e+00, PNorm = 135.4336, GNorm = 2.6496, lr_0 = 1.9374e-04
Loss = 4.1787e+00, PNorm = 135.7150, GNorm = 4.0249, lr_0 = 1.9405e-04
Loss = 3.7532e+00, PNorm = 136.0235, GNorm = 3.8156, lr_0 = 1.9435e-04
Loss = 3.8743e+00, PNorm = 136.2533, GNorm = 3.4341, lr_0 = 1.9466e-04
Loss = 4.0854e+00, PNorm = 136.4798, GNorm = 4.9111, lr_0 = 1.9497e-04
Loss = 3.8071e+00, PNorm = 136.7175, GNorm = 3.1594, lr_0 = 1.9527e-04
Loss = 3.7791e+00, PNorm = 136.9018, GNorm = 2.6266, lr_0 = 1.9558e-04
Loss = 4.0259e+00, PNorm = 137.0985, GNorm = 3.0257, lr_0 = 1.9589e-04
Loss = 4.0497e+00, PNorm = 137.3062, GNorm = 4.4311, lr_0 = 1.9619e-04
Loss = 3.9651e+00, PNorm = 137.5268, GNorm = 2.8333, lr_0 = 1.9650e-04
Loss = 4.0850e+00, PNorm = 137.7962, GNorm = 3.2277, lr_0 = 1.9680e-04
Loss = 4.0615e+00, PNorm = 138.1067, GNorm = 3.5136, lr_0 = 1.9711e-04
Loss = 4.1155e+00, PNorm = 138.4468, GNorm = 6.1193, lr_0 = 1.9742e-04
Loss = 3.7315e+00, PNorm = 138.7817, GNorm = 3.2076, lr_0 = 1.9772e-04
Loss = 3.8635e+00, PNorm = 139.0309, GNorm = 2.6449, lr_0 = 1.9803e-04
Loss = 4.0030e+00, PNorm = 139.2974, GNorm = 3.1374, lr_0 = 1.9834e-04
Loss = 3.8829e+00, PNorm = 139.5861, GNorm = 3.3725, lr_0 = 1.9864e-04
Loss = 4.1480e+00, PNorm = 139.8282, GNorm = 3.2105, lr_0 = 1.9895e-04
Loss = 3.8736e+00, PNorm = 140.1189, GNorm = 2.7935, lr_0 = 1.9925e-04
Loss = 3.8143e+00, PNorm = 140.3189, GNorm = 3.1440, lr_0 = 1.9956e-04
Loss = 3.8133e+00, PNorm = 140.5369, GNorm = 3.0281, lr_0 = 1.9987e-04
Loss = 3.7764e+00, PNorm = 140.7534, GNorm = 4.6592, lr_0 = 2.0017e-04
Loss = 3.8309e+00, PNorm = 140.9896, GNorm = 3.0455, lr_0 = 2.0048e-04
Loss = 3.9026e+00, PNorm = 141.2047, GNorm = 3.1499, lr_0 = 2.0079e-04
Loss = 3.8061e+00, PNorm = 141.4446, GNorm = 3.6698, lr_0 = 2.0109e-04
Loss = 4.0109e+00, PNorm = 141.6706, GNorm = 5.2035, lr_0 = 2.0140e-04
Loss = 3.9346e+00, PNorm = 141.9241, GNorm = 4.5668, lr_0 = 2.0170e-04
Loss = 3.8795e+00, PNorm = 142.1722, GNorm = 3.2811, lr_0 = 2.0201e-04
Loss = 3.9113e+00, PNorm = 142.4665, GNorm = 3.4516, lr_0 = 2.0232e-04
Loss = 3.9692e+00, PNorm = 142.7488, GNorm = 4.1462, lr_0 = 2.0262e-04
Loss = 4.1647e+00, PNorm = 143.0281, GNorm = 4.1115, lr_0 = 2.0293e-04
Loss = 3.9858e+00, PNorm = 143.2981, GNorm = 2.8654, lr_0 = 2.0324e-04
Loss = 3.9930e+00, PNorm = 143.5644, GNorm = 2.8023, lr_0 = 2.0354e-04
Loss = 3.7768e+00, PNorm = 143.8111, GNorm = 3.4480, lr_0 = 2.0385e-04
Loss = 3.7385e+00, PNorm = 143.9867, GNorm = 3.1392, lr_0 = 2.0415e-04
Loss = 4.1404e+00, PNorm = 144.2222, GNorm = 3.3618, lr_0 = 2.0446e-04
Loss = 3.8912e+00, PNorm = 144.5243, GNorm = 3.5515, lr_0 = 2.0477e-04
Loss = 4.0000e+00, PNorm = 144.8025, GNorm = 3.9677, lr_0 = 2.0507e-04
Loss = 3.6588e+00, PNorm = 145.0430, GNorm = 4.3553, lr_0 = 2.0538e-04
Loss = 3.8015e+00, PNorm = 145.2457, GNorm = 4.0946, lr_0 = 2.0569e-04
Loss = 4.1204e+00, PNorm = 145.4427, GNorm = 3.4004, lr_0 = 2.0599e-04
Loss = 3.8949e+00, PNorm = 145.7424, GNorm = 4.0079, lr_0 = 2.0630e-04
Loss = 3.7074e+00, PNorm = 146.0032, GNorm = 4.3756, lr_0 = 2.0660e-04
Loss = 4.1362e+00, PNorm = 146.2377, GNorm = 3.7405, lr_0 = 2.0691e-04
Loss = 3.7730e+00, PNorm = 146.5297, GNorm = 3.2823, lr_0 = 2.0722e-04
Loss = 3.8152e+00, PNorm = 146.7656, GNorm = 3.5874, lr_0 = 2.0752e-04
Loss = 3.8422e+00, PNorm = 147.0043, GNorm = 3.2916, lr_0 = 2.0783e-04
Loss = 3.8973e+00, PNorm = 147.1935, GNorm = 3.3998, lr_0 = 2.0814e-04
Loss = 3.7593e+00, PNorm = 147.4174, GNorm = 4.5625, lr_0 = 2.0844e-04
Loss = 3.9271e+00, PNorm = 147.6679, GNorm = 3.9569, lr_0 = 2.0875e-04
Loss = 3.7916e+00, PNorm = 147.9004, GNorm = 3.0472, lr_0 = 2.0905e-04
Loss = 3.9499e+00, PNorm = 148.0920, GNorm = 3.3232, lr_0 = 2.0936e-04
Loss = 3.9476e+00, PNorm = 148.3634, GNorm = 3.1237, lr_0 = 2.0967e-04
Loss = 3.7868e+00, PNorm = 148.5975, GNorm = 4.2574, lr_0 = 2.0997e-04
Loss = 3.7832e+00, PNorm = 148.8088, GNorm = 4.7788, lr_0 = 2.1028e-04
Loss = 3.8422e+00, PNorm = 149.0126, GNorm = 4.6239, lr_0 = 2.1059e-04
Loss = 3.9996e+00, PNorm = 149.2365, GNorm = 3.8268, lr_0 = 2.1089e-04
Loss = 3.7539e+00, PNorm = 149.4693, GNorm = 4.1259, lr_0 = 2.1120e-04
Loss = 3.8118e+00, PNorm = 149.6529, GNorm = 5.0094, lr_0 = 2.1150e-04
Loss = 3.8029e+00, PNorm = 149.8738, GNorm = 4.0503, lr_0 = 2.1181e-04
Loss = 3.7490e+00, PNorm = 150.0747, GNorm = 3.3911, lr_0 = 2.1212e-04
Loss = 3.8914e+00, PNorm = 150.2460, GNorm = 3.4488, lr_0 = 2.1242e-04
Loss = 3.6531e+00, PNorm = 150.4214, GNorm = 3.5303, lr_0 = 2.1273e-04
Loss = 3.7131e+00, PNorm = 150.5877, GNorm = 3.4972, lr_0 = 2.1304e-04
Loss = 3.7938e+00, PNorm = 150.7733, GNorm = 4.2480, lr_0 = 2.1334e-04
Loss = 3.7929e+00, PNorm = 150.9977, GNorm = 2.7504, lr_0 = 2.1365e-04
Loss = 3.5830e+00, PNorm = 151.2221, GNorm = 3.5472, lr_0 = 2.1395e-04
Loss = 3.9568e+00, PNorm = 151.4618, GNorm = 3.6772, lr_0 = 2.1426e-04
Loss = 3.7943e+00, PNorm = 151.7252, GNorm = 3.4402, lr_0 = 2.1457e-04
Loss = 4.0888e+00, PNorm = 152.0172, GNorm = 3.9011, lr_0 = 2.1487e-04
Loss = 3.9546e+00, PNorm = 152.4313, GNorm = 4.0896, lr_0 = 2.1518e-04
Loss = 3.5971e+00, PNorm = 152.7886, GNorm = 3.3014, lr_0 = 2.1549e-04
